aidoc_iri,ref_iri,buckets,llm_relation,curator,vote,decision,note
https://w3id.org/aidoc-ap#AIProvider,https://w3id.org/dpv/legal/eu/aiact#DownstreamAIProvider,dpv-aiact,skos:closeMatch,TD,skos:narrowMatch,modify,skos:narrowMatch
https://w3id.org/aidoc-ap#AIProvider,https://w3id.org/dpv/tech#Provider,dpv-tech,skos:closeMatch,FK,skos:broadMatch,modify,
https://w3id.org/aidoc-ap#AIProvider,https://w3id.org/dpv/tech#Provider,dpv-tech,skos:closeMatch,SN,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#AIProvider,https://w3id.org/dpv/tech#Provider,dpv-tech,skos:closeMatch,TD,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/airo#AISystem,airo,skos:exactMatch,FK,skos:exactMatch,accept,
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/airo#AISystem,airo,skos:exactMatch,SN,skos:exactMatch,accept,
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/airo#AISystem,airo,skos:exactMatch,TD,skos:exactMatch,accept,
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/dpv/ai#AISystem,dpv-ai,skos:exactMatch,FK,skos:exactMatch,accept,
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/dpv/ai#AISystem,dpv-ai,skos:exactMatch,SN,skos:exactMatch,accept,
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/dpv/ai#AISystem,dpv-ai,skos:exactMatch,TD,skos:exactMatch,accept,
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/dpv/ai#AISystemRisk,dpv-ai,skos:narrowMatch,FK,REJECT,reject,ai systems vs concrete risk associated to an ai system
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/dpv/ai#AISystemRisk,dpv-ai,skos:narrowMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/dpv/ai#AISystemRisk,dpv-ai,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/dpv/ai#FrugalAISystem,dpv-ai,skos:narrowMatch,FK,skos:narrowMatch,accept,
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/dpv/ai#FrugalAISystem,dpv-ai,skos:narrowMatch,SN,skos:narrowMatch,accept,
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/dpv/ai#FrugalAISystem,dpv-ai,skos:narrowMatch,TD,skos:narrowMatch,accept,
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/dpv/legal/eu/aiact#AISystem,dpv-aiact,skos:exactMatch,FK,skos:exactMatch,accept,
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/dpv/legal/eu/aiact#AISystem,dpv-aiact,skos:exactMatch,SN,skos:exactMatch,accept,
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/dpv/legal/eu/aiact#AISystem,dpv-aiact,skos:exactMatch,TD,skos:exactMatch,accept,
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/dpv/legal/eu/aiact#AISystemPerformance,dpv-aiact,skos:narrowMatch,FK,REJECT,reject,ai system (concept) vs the ability to achieve an intended purpose
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/dpv/legal/eu/aiact#AISystemPerformance,dpv-aiact,skos:narrowMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/dpv/legal/eu/aiact#AISystemPerformance,dpv-aiact,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/dpv/legal/eu/aiact#ProhibitedAISystem,dpv-aiact,skos:narrowMatch,FK,skos:narrowMatch,accept,
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/dpv/legal/eu/aiact#ProhibitedAISystem,dpv-aiact,skos:narrowMatch,SN,skos:narrowMatch,accept,
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/dpv/legal/eu/aiact#ProhibitedAISystem,dpv-aiact,skos:narrowMatch,TD,skos:narrowMatch,accept,skos:narrowMatch
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/dpv/tech#System,dpv-tech,skos:broadMatch,FK,skos:broadMatch,accept,
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/dpv/tech#System,dpv-tech,skos:broadMatch,SN,skos:broadMatch,accept,
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/dpv/tech#System,dpv-tech,skos:broadMatch,TD,skos:broadMatch,accept,
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/rains#AI_System,rains,skos:closeMatch,FK,skos:narrowMatch,modify,"aidoc is broader, while rains describes an ai system with a specified accountability plan"
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/rains#AI_System,rains,skos:closeMatch,SN,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/rains#AI_System,rains,skos:closeMatch,TD,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/sao#System,rains,skos:narrowMatch,FK,REJECT,reject,aidoc specifies a concrete AI System while rains (sao) specifies a general system with collected accountability information
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/sao#System,rains,skos:narrowMatch,SN,skos:narrowMatch,accept,
https://w3id.org/aidoc-ap#AISystem,https://w3id.org/sao#System,rains,skos:narrowMatch,TD,skos:broadMatch,modify,skos:broadMatch
https://w3id.org/aidoc-ap#AISystemCapability,https://w3id.org/airo#AICapability,airo,skos:closeMatch,FK,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#AISystemCapability,https://w3id.org/airo#AICapability,airo,skos:closeMatch,SN,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#AISystemCapability,https://w3id.org/airo#AICapability,airo,skos:closeMatch,TD,skos:exactMatch,modify,skos:exactMatch
https://w3id.org/aidoc-ap#AISystemCapability,https://w3id.org/airo#AISystem,airo,skos:broadMatch,FK,skos:broadMatch,accept,
https://w3id.org/aidoc-ap#AISystemCapability,https://w3id.org/airo#AISystem,airo,skos:broadMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#AISystemCapability,https://w3id.org/airo#AISystem,airo,skos:broadMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#AISystemCapability,https://w3id.org/dpv/ai#AISystem,dpv-ai,skos:closeMatch,FK,skos:broadMatch,modify,
https://w3id.org/aidoc-ap#AISystemCapability,https://w3id.org/dpv/ai#AISystem,dpv-ai,skos:closeMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#AISystemCapability,https://w3id.org/dpv/ai#AISystem,dpv-ai,skos:closeMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#AISystemCapability,https://w3id.org/dpv/ai#AISystemRisk,fn-band/dpv-ai,skos:relatedMatch,FK,REJECT,reject,"aidoc describes a category of tasks or functions that an AI system can perform, such as sensory, knowledge, or control action processing while dpv-ai describes concrete risks associated with ai systems"
https://w3id.org/aidoc-ap#AISystemCapability,https://w3id.org/dpv/ai#AISystemRisk,fn-band/dpv-ai,skos:relatedMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#AISystemCapability,https://w3id.org/dpv/ai#AISystemRisk,fn-band/dpv-ai,skos:relatedMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#AISystemCapability,https://w3id.org/dpv/ai#FrugalAISystem,fn-band/dpv-ai,skos:relatedMatch,FK,REJECT,reject,"aidoc describes a a category of tasks or functions that an AI system can perform, such as sensory, knowledge, or control action processing while dpv-ai describes AI systems intended to be more efficient, cost-effective, and accessible while maintaining or even improving their performance"
https://w3id.org/aidoc-ap#AISystemCapability,https://w3id.org/dpv/ai#FrugalAISystem,fn-band/dpv-ai,skos:relatedMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#AISystemCapability,https://w3id.org/dpv/ai#FrugalAISystem,fn-band/dpv-ai,skos:relatedMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#AISystemCapability,https://w3id.org/dpv/legal/eu/aiact#AISystem,dpv-aiact,skos:closeMatch,FK,skos:broadMatch,modify,
https://w3id.org/aidoc-ap#AISystemCapability,https://w3id.org/dpv/legal/eu/aiact#AISystem,dpv-aiact,skos:closeMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#AISystemCapability,https://w3id.org/dpv/legal/eu/aiact#AISystem,dpv-aiact,skos:closeMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#AISystemCapability,https://w3id.org/rains#AI_System,rains,skos:broadMatch,FK,REJECT,reject,aidoc describes a category of tasks or functions that an AI system can perform while rains describes an ai system for which an accountability plan is specified
https://w3id.org/aidoc-ap#AISystemCapability,https://w3id.org/rains#AI_System,rains,skos:broadMatch,SN,REJECT,reject,Capability/Log/Record vs. anderes Ding
https://w3id.org/aidoc-ap#AISystemCapability,https://w3id.org/rains#AI_System,rains,skos:broadMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#Auditor,https://w3id.org/dpv/tech#Auditor,dpv-tech,skos:closeMatch,FK,skos:narrowMatch,modify,
https://w3id.org/aidoc-ap#Auditor,https://w3id.org/dpv/tech#Auditor,dpv-tech,skos:closeMatch,SN,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#Auditor,https://w3id.org/dpv/tech#Auditor,dpv-tech,skos:closeMatch,TD,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#ChangeLog,https://w3id.org/airo#Change,airo,skos:broadMatch,FK,skos:broadMatch,accept,
https://w3id.org/aidoc-ap#ChangeLog,https://w3id.org/airo#Change,airo,skos:broadMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#ChangeLog,https://w3id.org/airo#Change,airo,skos:broadMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#ChangeLog,https://w3id.org/rains#Change,rains,skos:closeMatch,FK,skos:broadMatch,modify,
https://w3id.org/aidoc-ap#ChangeLog,https://w3id.org/rains#Change,rains,skos:closeMatch,SN,REJECT,reject,Capability/Log/Record vs. anderes Ding
https://w3id.org/aidoc-ap#ChangeLog,https://w3id.org/rains#Change,rains,skos:closeMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#ChangeLog,https://w3id.org/rains#ChangeLog,rains,skos:closeMatch,FK,skos:narrowMatch,modify,
https://w3id.org/aidoc-ap#ChangeLog,https://w3id.org/rains#ChangeLog,rains,skos:closeMatch,SN,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#ChangeLog,https://w3id.org/rains#ChangeLog,rains,skos:closeMatch,TD,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#ChangeRecord,https://w3id.org/rains#Change,fn-band/rains,skos:closeMatch,FK,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#ChangeRecord,https://w3id.org/rains#Change,fn-band/rains,skos:closeMatch,SN,REJECT,reject,Capability/Log/Record vs. anderes Ding
https://w3id.org/aidoc-ap#ChangeRecord,https://w3id.org/rains#Change,fn-band/rains,skos:closeMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataCleaningProcedure,https://w3id.org/dpv/ai#DataCleaning,dpv-ai,skos:closeMatch,FK,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#DataCleaningProcedure,https://w3id.org/dpv/ai#DataCleaning,dpv-ai,skos:closeMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#DataCleaningProcedure,https://w3id.org/dpv/ai#DataCleaning,dpv-ai,skos:closeMatch,TD,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#DataCleaningProcedure,https://w3id.org/rains#DataCollectionProcedure,rains,skos:broadMatch,FK,REJECT,reject,"aidoc describes a procedure how data is cleaned, while rains describes a specific type of sao:InformationElement which records a specific piece of information detailing how the data is collected."
https://w3id.org/aidoc-ap#DataCleaningProcedure,https://w3id.org/rains#DataCollectionProcedure,rains,skos:broadMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#DataCleaningProcedure,https://w3id.org/rains#DataCollectionProcedure,rains,skos:broadMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataCleaningProcedure,https://w3id.org/rains#DataPreprocessingProcedure,rains,skos:closeMatch,FK,REJECT,reject,"aidoc describes a procedure how data is cleaned, while rains describes a specific type of sao:InformationElement which records a specific piece of information detailing how the data is preprocessed."
https://w3id.org/aidoc-ap#DataCleaningProcedure,https://w3id.org/rains#DataPreprocessingProcedure,rains,skos:closeMatch,SN,skos:broadMatch,modify,skos:narrowMatch
https://w3id.org/aidoc-ap#DataCleaningProcedure,https://w3id.org/rains#DataPreprocessingProcedure,rains,skos:closeMatch,TD,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#DataProcessing,https://w3id.org/dpv#DataProcessingAgreement,dpv,skos:broadMatch,FK,REJECT,reject,activity vs description of a concrete processing agreemant
https://w3id.org/aidoc-ap#DataProcessing,https://w3id.org/dpv#DataProcessingAgreement,dpv,skos:broadMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#DataProcessing,https://w3id.org/dpv#DataProcessingAgreement,dpv,skos:broadMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataProcessing,https://w3id.org/dpv#DataProcessingPolicy,dpv,skos:broadMatch,FK,REJECT,reject,activity vs description of a concrete policy
https://w3id.org/aidoc-ap#DataProcessing,https://w3id.org/dpv#DataProcessingPolicy,dpv,skos:broadMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#DataProcessing,https://w3id.org/dpv#DataProcessingPolicy,dpv,skos:broadMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataProcessing,https://w3id.org/dpv#DataProcessingRecord,dpv,skos:closeMatch,FK,REJECT,reject,activity vs description of a concrete processing record
https://w3id.org/aidoc-ap#DataProcessing,https://w3id.org/dpv#DataProcessingRecord,dpv,skos:closeMatch,SN,REJECT,reject,
https://w3id.org/aidoc-ap#DataProcessing,https://w3id.org/dpv#DataProcessingRecord,dpv,skos:closeMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataProcessing,https://w3id.org/dpv#Processing,airo+dpv,skos:closeMatch,FK,skos:narrowMatch,modify,
https://w3id.org/aidoc-ap#DataProcessing,https://w3id.org/dpv#Processing,airo+dpv,skos:closeMatch,SN,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#DataProcessing,https://w3id.org/dpv#Processing,airo+dpv,skos:closeMatch,TD,skos:closeMatch,accept,
https://w3id.org/aidoc-ap#DataProcessing,https://w3id.org/dpv/ai#DataPoisoning,fn-band/dpv-ai,skos:narrowMatch,FK,REJECT,reject,activity vs concrete example of poisoning data
https://w3id.org/aidoc-ap#DataProcessing,https://w3id.org/dpv/ai#DataPoisoning,fn-band/dpv-ai,skos:narrowMatch,SN,REJECT,reject,Capability/Log/Record vs. anderes Ding
https://w3id.org/aidoc-ap#DataProcessing,https://w3id.org/dpv/ai#DataPoisoning,fn-band/dpv-ai,skos:narrowMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataSheet,http://www.w3.org/ns/mls#Data,fn-band/mlschema,skos:broadMatch,FK,skos:broadMatch,accept,
https://w3id.org/aidoc-ap#DataSheet,http://www.w3.org/ns/mls#Data,fn-band/mlschema,skos:broadMatch,SN,REJECT,reject,Dokument/Datenblatt vs. Daten
https://w3id.org/aidoc-ap#DataSheet,http://www.w3.org/ns/mls#Data,fn-band/mlschema,skos:broadMatch,TD,skos:broadMatch,accept,
https://w3id.org/aidoc-ap#DataSheet,https://w3id.org/dpv#Data,fn-band/airo+fn-band/dpv,skos:broadMatch,FK,skos:broadMatch,accept,
https://w3id.org/aidoc-ap#DataSheet,https://w3id.org/dpv#Data,fn-band/airo+fn-band/dpv,skos:broadMatch,SN,REJECT,reject,Dokument/Datenblatt vs. Daten
https://w3id.org/aidoc-ap#DataSheet,https://w3id.org/dpv#Data,fn-band/airo+fn-band/dpv,skos:broadMatch,TD,skos:broadMatch,accept,
https://w3id.org/aidoc-ap#DataTesting,https://w3id.org/airo#Data,fn-band/airo,skos:broadMatch,FK,REJECT,reject,activity vs concrete concept/data
https://w3id.org/aidoc-ap#DataTesting,https://w3id.org/airo#Data,fn-band/airo,skos:broadMatch,SN,REJECT,reject,Aktivität/Prozess vs. Datenobjekt
https://w3id.org/aidoc-ap#DataTesting,https://w3id.org/airo#Data,fn-band/airo,skos:broadMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataTesting,https://w3id.org/dpv#Data,fn-band/airo+fn-band/dpv,skos:broadMatch,FK,REJECT,reject,activity vs concrete concept/data; activity vs concrete data
https://w3id.org/aidoc-ap#DataTesting,https://w3id.org/dpv#Data,fn-band/airo+fn-band/dpv,skos:broadMatch,SN,REJECT,reject,Aktivität/Prozess vs. Datenobjekt
https://w3id.org/aidoc-ap#DataTesting,https://w3id.org/dpv#Data,fn-band/airo+fn-band/dpv,skos:broadMatch,TD,REJECT,reject,
https://w3id.org/aidoc-ap#DataTesting,https://w3id.org/dpv/ai#TestingData,dpv-ai,skos:closeMatch,FK,REJECT,reject,activity vs concept
